guia,periodo,titulo,tex,pdf,docx,estado_pdf,mensaje,doc
11-10-TIC,Segundo,"Arquitectura de computadores I: estudio detallado de la placa base, chipset y buses de datos",/Users/alvarocardenasorozco/Desktop/PROYECTOS/ACADEMICO/GUIAS_TIC_MILC_NUEVAS/decimo/tex/11-10-TIC.tex,/Users/alvarocardenasorozco/Desktop/PROYECTOS/ACADEMICO/GUIAS_TIC_MILC_NUEVAS/decimo/pdf/11-10-TIC.pdf,/Users/alvarocardenasorozco/Desktop/PROYECTOS/ACADEMICO/GUIAS_TIC_MILC_NUEVAS/decimo/docx/11-10-TIC.docx,ok,ok,/Users/alvarocardenasorozco/Desktop/PROYECTOS/ACADEMICO/GUIAS_TIC_MILC_NUEVAS/decimo/doc/11-10-TIC.doc
12-10-TIC,Segundo,"Arquitectura de computadores II: tipos de memoria (RAM, ROM, caché) y jerarquía de almacenamiento",/Users/alvarocardenasorozco/Desktop/PROYECTOS/ACADEMICO/GUIAS_TIC_MILC_NUEVAS/decimo/tex/12-10-TIC.tex,/Users/alvarocardenasorozco/Desktop/PROYECTOS/ACADEMICO/GUIAS_TIC_MILC_NUEVAS/decimo/pdf/12-10-TIC.pdf,/Users/alvarocardenasorozco/Desktop/PROYECTOS/ACADEMICO/GUIAS_TIC_MILC_NUEVAS/decimo/docx/12-10-TIC.docx,ok,ok,/Users/alvarocardenasorozco/Desktop/PROYECTOS/ACADEMICO/GUIAS_TIC_MILC_NUEVAS/decimo/doc/12-10-TIC.doc
13-10-TIC,Segundo,"Configuración de BIOS/UEFI: parámetros de arranque, secuencia de booteo y diagnóstico",/Users/alvarocardenasorozco/Desktop/PROYECTOS/ACADEMICO/GUIAS_TIC_MILC_NUEVAS/decimo/tex/13-10-TIC.tex,/Users/alvarocardenasorozco/Desktop/PROYECTOS/ACADEMICO/GUIAS_TIC_MILC_NUEVAS/decimo/pdf/13-10-TIC.pdf,/Users/alvarocardenasorozco/Desktop/PROYECTOS/ACADEMICO/GUIAS_TIC_MILC_NUEVAS/decimo/docx/13-10-TIC.docx,ok,ok,/Users/alvarocardenasorozco/Desktop/PROYECTOS/ACADEMICO/GUIAS_TIC_MILC_NUEVAS/decimo/doc/13-10-TIC.doc
14-10-TIC,Segundo,Mantenimiento preventivo I: protocolos de limpieza de hardware — herramientas y procedimientos,/Users/alvarocardenasorozco/Desktop/PROYECTOS/ACADEMICO/GUIAS_TIC_MILC_NUEVAS/decimo/tex/14-10-TIC.tex,/Users/alvarocardenasorozco/Desktop/PROYECTOS/ACADEMICO/GUIAS_TIC_MILC_NUEVAS/decimo/pdf/14-10-TIC.pdf,/Users/alvarocardenasorozco/Desktop/PROYECTOS/ACADEMICO/GUIAS_TIC_MILC_NUEVAS/decimo/docx/14-10-TIC.docx,ok,ok,/Users/alvarocardenasorozco/Desktop/PROYECTOS/ACADEMICO/GUIAS_TIC_MILC_NUEVAS/decimo/doc/14-10-TIC.doc
15-10-TIC,Segundo,"Mantenimiento preventivo II: optimización de software — desfragmentación, limpieza, gestión de inicio",/Users/alvarocardenasorozco/Desktop/PROYECTOS/ACADEMICO/GUIAS_TIC_MILC_NUEVAS/decimo/tex/15-10-TIC.tex,/Users/alvarocardenasorozco/Desktop/PROYECTOS/ACADEMICO/GUIAS_TIC_MILC_NUEVAS/decimo/pdf/15-10-TIC.pdf,/Users/alvarocardenasorozco/Desktop/PROYECTOS/ACADEMICO/GUIAS_TIC_MILC_NUEVAS/decimo/docx/15-10-TIC.docx,ok,ok,/Users/alvarocardenasorozco/Desktop/PROYECTOS/ACADEMICO/GUIAS_TIC_MILC_NUEVAS/decimo/doc/15-10-TIC.doc
16-10-TIC,Segundo,Diagnóstico de fallas comunes: metodología sistemática de identificación y resolución de problemas,/Users/alvarocardenasorozco/Desktop/PROYECTOS/ACADEMICO/GUIAS_TIC_MILC_NUEVAS/decimo/tex/16-10-TIC.tex,/Users/alvarocardenasorozco/Desktop/PROYECTOS/ACADEMICO/GUIAS_TIC_MILC_NUEVAS/decimo/pdf/16-10-TIC.pdf,/Users/alvarocardenasorozco/Desktop/PROYECTOS/ACADEMICO/GUIAS_TIC_MILC_NUEVAS/decimo/docx/16-10-TIC.docx,ok,ok,/Users/alvarocardenasorozco/Desktop/PROYECTOS/ACADEMICO/GUIAS_TIC_MILC_NUEVAS/decimo/doc/16-10-TIC.doc
17-10-TIC,Segundo,"Instalación de software I: gestión de licencias, tipos de instalación y dependencias",/Users/alvarocardenasorozco/Desktop/PROYECTOS/ACADEMICO/GUIAS_TIC_MILC_NUEVAS/decimo/tex/17-10-TIC.tex,/Users/alvarocardenasorozco/Desktop/PROYECTOS/ACADEMICO/GUIAS_TIC_MILC_NUEVAS/decimo/pdf/17-10-TIC.pdf,/Users/alvarocardenasorozco/Desktop/PROYECTOS/ACADEMICO/GUIAS_TIC_MILC_NUEVAS/decimo/docx/17-10-TIC.docx,ok,ok,/Users/alvarocardenasorozco/Desktop/PROYECTOS/ACADEMICO/GUIAS_TIC_MILC_NUEVAS/decimo/doc/17-10-TIC.doc
18-10-TIC,Segundo,Instalación de software II: sistemas operativos en máquinas virtuales (VirtualBox) y configuración de drivers,/Users/alvarocardenasorozco/Desktop/PROYECTOS/ACADEMICO/GUIAS_TIC_MILC_NUEVAS/decimo/tex/18-10-TIC.tex,/Users/alvarocardenasorozco/Desktop/PROYECTOS/ACADEMICO/GUIAS_TIC_MILC_NUEVAS/decimo/pdf/18-10-TIC.pdf,/Users/alvarocardenasorozco/Desktop/PROYECTOS/ACADEMICO/GUIAS_TIC_MILC_NUEVAS/decimo/docx/18-10-TIC.docx,ok,ok,/Users/alvarocardenasorozco/Desktop/PROYECTOS/ACADEMICO/GUIAS_TIC_MILC_NUEVAS/decimo/doc/18-10-TIC.doc
19-10-TIC,Segundo,Proyecto MILC: guía técnica de mantenimiento para la sala de sistemas — autarquía técnica,/Users/alvarocardenasorozco/Desktop/PROYECTOS/ACADEMICO/GUIAS_TIC_MILC_NUEVAS/decimo/tex/19-10-TIC.tex,/Users/alvarocardenasorozco/Desktop/PROYECTOS/ACADEMICO/GUIAS_TIC_MILC_NUEVAS/decimo/pdf/19-10-TIC.pdf,/Users/alvarocardenasorozco/Desktop/PROYECTOS/ACADEMICO/GUIAS_TIC_MILC_NUEVAS/decimo/docx/19-10-TIC.docx,ok,ok,/Users/alvarocardenasorozco/Desktop/PROYECTOS/ACADEMICO/GUIAS_TIC_MILC_NUEVAS/decimo/doc/19-10-TIC.doc
20-10-TIC,Segundo,Evaluación práctica de competencias en arquitectura y mantenimiento de sistemas,/Users/alvarocardenasorozco/Desktop/PROYECTOS/ACADEMICO/GUIAS_TIC_MILC_NUEVAS/decimo/tex/20-10-TIC.tex,/Users/alvarocardenasorozco/Desktop/PROYECTOS/ACADEMICO/GUIAS_TIC_MILC_NUEVAS/decimo/pdf/20-10-TIC.pdf,/Users/alvarocardenasorozco/Desktop/PROYECTOS/ACADEMICO/GUIAS_TIC_MILC_NUEVAS/decimo/docx/20-10-TIC.docx,ok,ok,/Users/alvarocardenasorozco/Desktop/PROYECTOS/ACADEMICO/GUIAS_TIC_MILC_NUEVAS/decimo/doc/20-10-TIC.doc
21-10-TIC,Tercero,"Tema central del periodo: Python, Pandas y Modelo CANVAS — Emprendimiento como Justicia",/Users/alvarocardenasorozco/Desktop/PROYECTOS/ACADEMICO/GUIAS_TIC_MILC_NUEVAS/decimo/tex/21-10-TIC.tex,/Users/alvarocardenasorozco/Desktop/PROYECTOS/ACADEMICO/GUIAS_TIC_MILC_NUEVAS/decimo/pdf/21-10-TIC.pdf,/Users/alvarocardenasorozco/Desktop/PROYECTOS/ACADEMICO/GUIAS_TIC_MILC_NUEVAS/decimo/docx/21-10-TIC.docx,ok,ok,/Users/alvarocardenasorozco/Desktop/PROYECTOS/ACADEMICO/GUIAS_TIC_MILC_NUEVAS/decimo/doc/21-10-TIC.doc
22-10-TIC,Tercero,"Algoritmia II: estructuras de control en pseudocódigo — secuencia, selección, iteración",/Users/alvarocardenasorozco/Desktop/PROYECTOS/ACADEMICO/GUIAS_TIC_MILC_NUEVAS/decimo/tex/22-10-TIC.tex,/Users/alvarocardenasorozco/Desktop/PROYECTOS/ACADEMICO/GUIAS_TIC_MILC_NUEVAS/decimo/pdf/22-10-TIC.pdf,/Users/alvarocardenasorozco/Desktop/PROYECTOS/ACADEMICO/GUIAS_TIC_MILC_NUEVAS/decimo/docx/22-10-TIC.docx,ok,ok,/Users/alvarocardenasorozco/Desktop/PROYECTOS/ACADEMICO/GUIAS_TIC_MILC_NUEVAS/decimo/doc/22-10-TIC.doc
23-10-TIC,Tercero,"Tema central del periodo: Python, Pandas y Modelo CANVAS — Emprendimiento como Justicia",/Users/alvarocardenasorozco/Desktop/PROYECTOS/ACADEMICO/GUIAS_TIC_MILC_NUEVAS/decimo/tex/23-10-TIC.tex,/Users/alvarocardenasorozco/Desktop/PROYECTOS/ACADEMICO/GUIAS_TIC_MILC_NUEVAS/decimo/pdf/23-10-TIC.pdf,/Users/alvarocardenasorozco/Desktop/PROYECTOS/ACADEMICO/GUIAS_TIC_MILC_NUEVAS/decimo/docx/23-10-TIC.docx,ok,ok,/Users/alvarocardenasorozco/Desktop/PROYECTOS/ACADEMICO/GUIAS_TIC_MILC_NUEVAS/decimo/doc/23-10-TIC.doc
24-10-TIC,Tercero,Python I: estructuras condicionales y bucles — resolución de problemas matemáticos,/Users/alvarocardenasorozco/Desktop/PROYECTOS/ACADEMICO/GUIAS_TIC_MILC_NUEVAS/decimo/tex/24-10-TIC.tex,/Users/alvarocardenasorozco/Desktop/PROYECTOS/ACADEMICO/GUIAS_TIC_MILC_NUEVAS/decimo/pdf/24-10-TIC.pdf,/Users/alvarocardenasorozco/Desktop/PROYECTOS/ACADEMICO/GUIAS_TIC_MILC_NUEVAS/decimo/docx/24-10-TIC.docx,ok,ok,/Users/alvarocardenasorozco/Desktop/PROYECTOS/ACADEMICO/GUIAS_TIC_MILC_NUEVAS/decimo/doc/24-10-TIC.doc
25-10-TIC,Tercero,"Python II: funciones, listas y diccionarios — organización modular del código",/Users/alvarocardenasorozco/Desktop/PROYECTOS/ACADEMICO/GUIAS_TIC_MILC_NUEVAS/decimo/tex/25-10-TIC.tex,/Users/alvarocardenasorozco/Desktop/PROYECTOS/ACADEMICO/GUIAS_TIC_MILC_NUEVAS/decimo/pdf/25-10-TIC.pdf,/Users/alvarocardenasorozco/Desktop/PROYECTOS/ACADEMICO/GUIAS_TIC_MILC_NUEVAS/decimo/docx/25-10-TIC.docx,ok,ok,/Users/alvarocardenasorozco/Desktop/PROYECTOS/ACADEMICO/GUIAS_TIC_MILC_NUEVAS/decimo/doc/25-10-TIC.doc
26-10-TIC,Tercero,"Tema central del periodo: Python, Pandas y Modelo CANVAS — Emprendimiento como Justicia",/Users/alvarocardenasorozco/Desktop/PROYECTOS/ACADEMICO/GUIAS_TIC_MILC_NUEVAS/decimo/tex/26-10-TIC.tex,/Users/alvarocardenasorozco/Desktop/PROYECTOS/ACADEMICO/GUIAS_TIC_MILC_NUEVAS/decimo/pdf/26-10-TIC.pdf,/Users/alvarocardenasorozco/Desktop/PROYECTOS/ACADEMICO/GUIAS_TIC_MILC_NUEVAS/decimo/docx/26-10-TIC.docx,ok,ok,/Users/alvarocardenasorozco/Desktop/PROYECTOS/ACADEMICO/GUIAS_TIC_MILC_NUEVAS/decimo/doc/26-10-TIC.doc
27-10-TIC,Tercero,"Emprendimiento I: Modelo CANVAS — segmento de clientes, propuesta de valor, canales",/Users/alvarocardenasorozco/Desktop/PROYECTOS/ACADEMICO/GUIAS_TIC_MILC_NUEVAS/decimo/tex/27-10-TIC.tex,/Users/alvarocardenasorozco/Desktop/PROYECTOS/ACADEMICO/GUIAS_TIC_MILC_NUEVAS/decimo/pdf/27-10-TIC.pdf,/Users/alvarocardenasorozco/Desktop/PROYECTOS/ACADEMICO/GUIAS_TIC_MILC_NUEVAS/decimo/docx/27-10-TIC.docx,ok,ok,/Users/alvarocardenasorozco/Desktop/PROYECTOS/ACADEMICO/GUIAS_TIC_MILC_NUEVAS/decimo/doc/27-10-TIC.doc
28-10-TIC,Tercero,Emprendimiento II: investigación de mercados con formularios digitales — validación de ideas locales,/Users/alvarocardenasorozco/Desktop/PROYECTOS/ACADEMICO/GUIAS_TIC_MILC_NUEVAS/decimo/tex/28-10-TIC.tex,/Users/alvarocardenasorozco/Desktop/PROYECTOS/ACADEMICO/GUIAS_TIC_MILC_NUEVAS/decimo/pdf/28-10-TIC.pdf,/Users/alvarocardenasorozco/Desktop/PROYECTOS/ACADEMICO/GUIAS_TIC_MILC_NUEVAS/decimo/docx/28-10-TIC.docx,ok,ok,/Users/alvarocardenasorozco/Desktop/PROYECTOS/ACADEMICO/GUIAS_TIC_MILC_NUEVAS/decimo/doc/28-10-TIC.doc
29-10-TIC,Tercero,Proyecto MILC: prototipo de solución tecnológica con análisis de datos en Python — justicia social,/Users/alvarocardenasorozco/Desktop/PROYECTOS/ACADEMICO/GUIAS_TIC_MILC_NUEVAS/decimo/tex/29-10-TIC.tex,/Users/alvarocardenasorozco/Desktop/PROYECTOS/ACADEMICO/GUIAS_TIC_MILC_NUEVAS/decimo/pdf/29-10-TIC.pdf,/Users/alvarocardenasorozco/Desktop/PROYECTOS/ACADEMICO/GUIAS_TIC_MILC_NUEVAS/decimo/docx/29-10-TIC.docx,ok,ok,/Users/alvarocardenasorozco/Desktop/PROYECTOS/ACADEMICO/GUIAS_TIC_MILC_NUEVAS/decimo/doc/29-10-TIC.doc
30-10-TIC,Tercero,"Tema central del periodo: Python, Pandas y Modelo CANVAS — Emprendimiento como Justicia",/Users/alvarocardenasorozco/Desktop/PROYECTOS/ACADEMICO/GUIAS_TIC_MILC_NUEVAS/decimo/tex/30-10-TIC.tex,/Users/alvarocardenasorozco/Desktop/PROYECTOS/ACADEMICO/GUIAS_TIC_MILC_NUEVAS/decimo/pdf/30-10-TIC.pdf,/Users/alvarocardenasorozco/Desktop/PROYECTOS/ACADEMICO/GUIAS_TIC_MILC_NUEVAS/decimo/docx/30-10-TIC.docx,ok,ok,/Users/alvarocardenasorozco/Desktop/PROYECTOS/ACADEMICO/GUIAS_TIC_MILC_NUEVAS/decimo/doc/30-10-TIC.doc
